1	0.000000
2	0.693147
3	1.791759
4	3.178054
5	4.787492
6	6.579251
7	8.525161
8	10.604603
9	12.801827
10	15.104413
11	17.502308
12	19.987214
13	22.552164
14	25.191221
15	27.899271
16	30.671860
17	33.505073
18	36.395445
19	39.339884
20	42.335616
21	45.380139
22	48.471181
23	51.606676
24	54.784729
25	58.003605
26	61.261702
27	64.557539
28	67.889743
29	71.257039
30	74.658236
31	78.092224
32	81.557959
33	85.054467
34	88.580828
35	92.136176
36	95.719695
37	99.330612
38	102.968199
39	106.631760
40	110.320640
41	114.034212
42	117.771881
43	121.533082
44	125.317271
45	129.123934
46	132.952575
47	136.802723
48	140.673924
49	144.565744
50	148.477767
51	152.409593
52	156.360836
53	160.331128
54	164.320112
55	168.327445
56	172.352797
57	176.395848
58	180.456291
59	184.533829
60	188.628173
61	192.739047
62	196.866182
63	201.009316
64	205.168199
65	209.342587
66	213.532241
67	217.736934
68	221.956442
69	226.190548
70	230.439044
71	234.701723
72	238.978390
73	243.268849
74	247.572914
75	251.890402
76	256.221136
77	260.564941
78	264.921650
79	269.291098
80	273.673124
81	278.067573
82	282.474293
83	286.893133
84	291.323950
85	295.766601
86	300.220949
87	304.686857
88	309.164194
89	313.652830
90	318.152640
91	322.663499
92	327.185288
93	331.717887
94	336.261182
95	340.815059
96	345.379407
97	349.954118
98	354.539086
99	359.134205
100	363.739376
